id,vintage_id,wine_name,producer,location,transaction_type,quantity,unit_cost,total_cost,reference_id,notes,created_at
6470,194,"Château Lynch‑Bages 2014","Château Lynch‑Bages 2014",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-09-26
6471,99,"Pol Roger Sir Winston Churchill 2002","Pol",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-09-26
6472,806,"Artadi Viña El Pisón 2014","Artadi",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-09-26
4245,537,"Coche‑Dury Meursault 2016","Coche‑Dury",Main Cellar A1,OUT,2,,,consumption-2026-09-27,"Guest service - 8 guests",2026-09-27
6473,605,"Masseto 2002","Masseto",Fridge 1,OUT,2,,,consumption-2026-09-27,"Guest service - 4 guests",2026-09-27
6474,216,"Château Pichon Comtesse 2020","Château Pichon Comtesse 2020",Guest Pantry 1,OUT,2,,,consumption-2026-09-27,"Guest service - 4 guests",2026-09-27
4246,166,"Château Lafite Rothschild 2020","Château Lafite Rothschild 2020",Guest Pantry 1,OUT,2,,,consumption-2026-09-28,"Guest service - 4 guests",2026-09-28
4247,553,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2005","Domaine",Wine Fridge Port,OUT,1,,,consumption-2026-09-28,"Guest service - 2 guests",2026-09-28
6475,715,"Cantina Terlano Vorberg Pinot Bianco Riserva 2015","Cantina",Guest Pantry 1,OUT,5,,,consumption-2026-09-28,"Guest service - 9 guests",2026-09-28
6476,764,"La Rioja Alta 904 Gran Reserva 2008","La",Guest Pantry 2,OUT,3,,,consumption-2026-09-28,"Guest service - 8 guests",2026-09-28
4248,331,"Château Pape Clément Blanc 2014","Château Pape Clément Blanc 2014",Main Cellar B3,IN,12,,,intake-181,"Delivery from order #181",2026-09-29
4249,487,"Faiveley Mazis‑Chambertin 2009","Faiveley",Fridge 2,IN,12,,,intake-181,"Delivery from order #181",2026-09-29
4250,281,"Château Lafite Rothschild 2005","Château Lafite Rothschild 2005",Fridge 2,IN,12,,,intake-181,"Delivery from order #181",2026-09-29
4251,119,"Dom Pérignon 2003","Dom",Guest Pantry 2,IN,12,,,intake-181,"Delivery from order #181",2026-09-29
4252,86,"Krug Vintage 1997","Krug",Main Cellar B1,OUT,3,,,consumption-2026-09-29,"Guest service - 9 guests",2026-09-29
4253,449,"Armand Rousseau Chambertin 2005","Armand",Fridge 2,OUT,3,,,consumption-2026-09-29,"Guest service - 11 guests",2026-09-29
6477,636,"Sassicaia 2002","Sassicaia",Guest Pantry 2,OUT,3,,,consumption-2026-09-29,"Guest service - 8 guests",2026-09-29
6478,604,"Tua Rita Redigaffi 2019","Tua",Fridge 2,OUT,2,,,consumption-2026-09-29,"Guest service - 6 guests",2026-09-29
4254,44,"Bollinger La Grande Année 2009","Bollinger La",Main Cellar A1,OUT,2,,,consumption-2026-09-30,"Guest service - 7 guests",2026-09-30
4255,73,"Bollinger La Grande Année 2019","Bollinger La",Guest Pantry 1,OUT,5,,,consumption-2026-09-30,"Guest service - 10 guests",2026-09-30
4256,364,"Domaine de Chevalier Blanc 1996","Domaine de",Guest Pantry 1,OUT,2,,,consumption-2026-10-01,"Guest service - 4 guests",2026-10-01
4257,261,"Château Palmer 2015","Château Palmer 2015",Fridge 2,OUT,2,,,consumption-2026-10-01,"Guest service - 4 guests",2026-10-01
6479,304,"Château Rauzan‑Ségla 2005","Château Rauzan‑Ségla 2005",Main Cellar B3,OUT,3,,,consumption-2026-10-01,"Guest service - 5 guests",2026-10-01
6480,897,"Bryant Family Cabernet 2010","Bryant",Guest Pantry 1,OUT,2,,,consumption-2026-10-01,"Guest service - 4 guests",2026-10-01
4258,105,"Dom Pérignon 2018","Dom",Main Cellar B3,IN,12,,,intake-182,"Delivery from order #182",2026-10-03
4259,715,"Cantina Terlano Vorberg Pinot Bianco Riserva 2015","Cantina",Guest Pantry 1,IN,12,,,intake-182,"Delivery from order #182",2026-10-03
4260,26,"Krug Clos du Mesnil 2008","Krug",Fridge 1,OUT,4,,,consumption-2026-10-03,"Guest service - 12 guests",2026-10-03
4261,185,"Château Montrose 2014","Château Montrose 2014",Guest Pantry 1,OUT,2,,,consumption-2026-10-03,"Guest service - 6 guests",2026-10-03
4262,637,"Bartolo Mascarello Barolo 2005","Bartolo",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
4263,987,"Disznókő 6P Aszú 2016","Disznókő 6P",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
4264,809,"CVNE Imperial Gran Reserva 2019","CVNE",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
6481,144,"Château Pichon Comtesse 2005","Château Pichon Comtesse 2005",Main Cellar A1,OUT,1,,,consumption-2026-10-03,"Guest service - 3 guests",2026-10-03
6482,124,"Château Rauzan‑Ségla 2009","Château Rauzan‑Ségla 2009",Main Cellar A1,OUT,1,,,consumption-2026-10-03,"Guest service - 2 guests",2026-10-03
6483,753,"Clos Mogador 2019","Clos",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
6484,778,"CVNE Imperial Gran Reserva 2020","CVNE",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
6485,442,"Joseph Drouhin Clos des Mouches 2010","Joseph",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-03
4265,879,"Harlan Estate Proprietary Red 2019","Harlan",Main Cellar B3,OUT,2,,,consumption-2026-10-04,"Guest service - 4 guests",2026-10-04
4266,112,"Louis Roederer Cristal 2008","Louis",Fridge 2,OUT,4,,,consumption-2026-10-06,"Guest service - 7 guests",2026-10-06
6486,15,"Pol Roger Sir Winston Churchill 2006","Pol",Main Cellar A2,IN,12,,,intake-418,"Delivery from order #418",2026-10-06
6487,222,"Château Beychevelle 2005","Château Beychevelle 2005",Main Cellar A2,IN,12,,,intake-418,"Delivery from order #418",2026-10-06
6488,315,"Château Pichon Baron 2002","Château Pichon Baron 2002",Main Cellar A1,IN,12,,,intake-418,"Delivery from order #418",2026-10-06
6489,925,"Shafer Hillside Select 2015","Shafer",Wine Fridge Port,IN,12,,,intake-418,"Delivery from order #418",2026-10-06
6490,764,"La Rioja Alta 904 Gran Reserva 2008","La",Guest Pantry 2,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6491,15,"Pol Roger Sir Winston Churchill 2006","Pol",Main Cellar A2,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6492,222,"Château Beychevelle 2005","Château Beychevelle 2005",Main Cellar A2,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6493,315,"Château Pichon Baron 2002","Château Pichon Baron 2002",Main Cellar A1,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6494,604,"Tua Rita Redigaffi 2019","Tua",Fridge 2,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6495,925,"Shafer Hillside Select 2015","Shafer",Wine Fridge Port,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6496,897,"Bryant Family Cabernet 2010","Bryant",Guest Pantry 1,IN,12,,,intake-419,"Delivery from order #419",2026-10-06
6497,113,"Pol Roger Sir Winston Churchill 2008","Pol",Wine Fridge Starboard,OUT,1,,,consumption-2026-10-07,"Guest service - 2 guests",2026-10-07
6498,410,"Faiveley Mazis‑Chambertin 2016","Faiveley",Fridge 1,OUT,1,,,consumption-2026-10-07,"Guest service - 3 guests",2026-10-07
4267,454,"Georges Roumier Bonnes‑Mares 2012","Georges",Fridge 1,OUT,3,,,consumption-2026-10-08,"Guest service - 6 guests",2026-10-08
4268,323,"Pavillon Blanc du Château Margaux 2012","Pavillon",Fridge 1,OUT,2,,,consumption-2026-10-08,"Guest service - 6 guests",2026-10-08
6499,576,"Bouchard Père & Fils Chevalier‑Montrachet 2002","Bouchard",Main Cellar A2,OUT,2,,,consumption-2026-10-09,"Guest service - 3 guests",2026-10-09
6500,615,"Tignanello 2015","Tignanello",Guest Pantry 1,OUT,2,,,consumption-2026-10-09,"Guest service - 4 guests",2026-10-09
4269,449,"Armand Rousseau Chambertin 2005","Armand",Fridge 2,IN,12,,,intake-183,"Delivery from order #183",2026-10-10
4270,44,"Bollinger La Grande Année 2009","Bollinger La",Main Cellar A1,IN,12,,,intake-183,"Delivery from order #183",2026-10-10
4271,166,"Château Lafite Rothschild 2020","Château Lafite Rothschild 2020",Guest Pantry 1,IN,12,,,intake-183,"Delivery from order #183",2026-10-10
4272,553,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2005","Domaine",Wine Fridge Port,IN,12,,,intake-183,"Delivery from order #183",2026-10-10
4273,503,"Roulot Meursault 1er Cru 2015","Roulot",Guest Pantry 1,OUT,4,,,consumption-2026-10-10,"Guest service - 8 guests",2026-10-10
4274,628,"Tua Rita Redigaffi 2010","Tua",Fridge 1,OUT,2,,,consumption-2026-10-10,"Guest service - 8 guests",2026-10-10
4275,893,"Kongsgaard The Judge Chardonnay 2009","Kongsgaard The",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-10-10
4276,771,"La Rioja Alta 904 Gran Reserva 2015","La",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-10
4277,464,"Domaine Dujac Clos de la Roche 2002","Domaine",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-10
6501,634,"Vietti Barolo Ravera 2014","Vietti",Fridge 1,OUT,2,,,consumption-2026-10-10,"Guest service - 4 guests",2026-10-10
6502,162,"Château Haut-Brion 2005","Château Haut-Brion 2005",Fridge 2,OUT,3,,,consumption-2026-10-10,"Guest service - 5 guests",2026-10-10
6503,258,"Château Margaux 2005","Château Margaux 2005",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-10
6504,804,"Muga Prado Enea Gran Reserva 2002","Muga",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-10
4278,684,"Gaja Barbaresco 2012","Gaja",Fridge 2,OUT,2,,,consumption-2026-10-11,"Guest service - 6 guests",2026-10-11
6505,231,"Château Lynch‑Bages 2009","Château Lynch‑Bages 2009",Fridge 2,OUT,2,,,consumption-2026-10-11,"Guest service - 6 guests",2026-10-11
6506,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,OUT,3,,,consumption-2026-10-11,"Guest service - 8 guests",2026-10-11
4279,738,"Jermann Vintage Tunina 2006","Jermann",Main Cellar A1,OUT,2,,,consumption-2026-10-12,"Guest service - 6 guests",2026-10-12
4280,889,"Kongsgaard The Judge Chardonnay 2014","Kongsgaard The",Main Cellar A2,OUT,3,,,consumption-2026-10-12,"Guest service - 6 guests",2026-10-12
4281,97,"Pol Roger Sir Winston Churchill 2010","Pol",Fridge 1,OUT,1,,,consumption-2026-10-14,"Guest service - 2 guests",2026-10-14
4282,302,"Château Margaux 2011","Château Margaux 2011",Fridge 2,OUT,1,,,consumption-2026-10-14,"Guest service - 3 guests",2026-10-14
4283,742,"Jermann Vintage Tunina 2014","Jermann",Guest Pantry 2,OUT,2,,,consumption-2026-10-15,"Guest service - 7 guests",2026-10-15
6507,381,"Domaine Dujac Clos de la Roche 2005","Domaine",Main Cellar A2,OUT,2,,,consumption-2026-10-16,"Guest service - 4 guests",2026-10-16
6508,817,"CVNE Imperial Gran Reserva 2013","CVNE",Fridge 2,OUT,2,,,consumption-2026-10-16,"Guest service - 4 guests",2026-10-16
4284,26,"Krug Clos du Mesnil 2008","Krug",Fridge 1,IN,12,,,intake-184,"Delivery from order #184",2026-10-17
4285,342,"Château Haut‑Brion Blanc 2009","Château Haut‑Brion Blanc 2009",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
4286,942,"Opus One 2014","Opus One",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
4287,236,"Château Margaux 2019","Château Margaux 2019",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
6509,355,"Château Carbonnieux Blanc 2022","Château Carbonnieux Blanc 2022",Wine Fridge Starboard,OUT,1,,,consumption-2026-10-17,"Guest service - 3 guests",2026-10-17
6510,139,"Château Talbot 2009","Château Talbot 2009",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
6511,626,"Bruno Giacosa Barolo Falletto 2015","Bruno",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
6512,667,"Bartolo Mascarello Barolo 2016","Bartolo",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-17
6513,165,"Château Montrose 2008","Château Montrose 2008",Fridge 2,OUT,1,,,consumption-2026-10-18,"Guest service - 3 guests",2026-10-18
4288,943,"Harlan Estate Proprietary Red 2014","Harlan",Main Cellar B1,OUT,2,,,consumption-2026-10-19,"Guest service - 4 guests",2026-10-19
4289,694,"Casanova di Neri Tenuta Nuova 2002","Casanova di",Fridge 1,OUT,2,,,consumption-2026-10-19,"Guest service - 5 guests",2026-10-19
6514,521,"Bouchard Père & Fils Chevalier‑Montrachet 2008","Bouchard",Fridge 1,OUT,4,,,consumption-2026-10-21,"Guest service - 7 guests",2026-10-21
4290,242,"Château Latour 2014","Château Latour 2014",Fridge 2,OUT,2,,,consumption-2026-10-22,"Guest service - 8 guests",2026-10-22
6515,162,"Château Haut-Brion 2005","Château Haut-Brion 2005",Fridge 2,IN,12,,,intake-420,"Delivery from order #420",2026-10-22
6516,563,"Roulot Meursault 1er Cru 2019","Roulot",Guest Pantry 2,OUT,2,,,consumption-2026-10-22,"Guest service - 3 guests",2026-10-22
6517,205,"Château Beychevelle 2015","Château Beychevelle 2015",Wine Fridge Starboard,OUT,1,,,consumption-2026-10-22,"Guest service - 3 guests",2026-10-22
4291,736,"Pieropan Soave La Rocca 2015","Pieropan",Main Cellar A2,OUT,2,,,consumption-2026-10-23,"Guest service - 6 guests",2026-10-23
4292,351,"Pavillon Blanc du Château Margaux 2015","Pavillon",Fridge 2,OUT,3,,,consumption-2026-10-24,"Guest service - 9 guests",2026-10-24
4293,845,"Dr. Loosen Ürziger Würzgarten GG 2001","Dr.",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-24
4294,259,"Château Ducru-Beaucaillou 2015","Château Ducru-Beaucaillou 2015",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2026-10-24
6518,109,"Krug Grande Cuvée 2018","Krug",Fridge 2,OUT,4,,,consumption-2026-10-24,"Guest service - 12 guests",2026-10-24
6519,254,"Château Pichon Comtesse 2002","Château Pichon Comtesse 2002",Fridge 1,OUT,4,,,consumption-2026-10-24,"Guest service - 7 guests",2026-10-24
6520,248,"Château Calon‑Ségur 2002","Château Calon‑Ségur 2002",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-10-24
6521,824,"Wittmann Morstein GG 2018","Wittmann",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-24
6522,962,"Graham's Vintage Port 2012","Graham's",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-10-24
4295,742,"Jermann Vintage Tunina 2014","Jermann",Guest Pantry 2,IN,12,,,intake-186,"Delivery from order #186",2026-10-27
4296,742,"Jermann Vintage Tunina 2014","Jermann",Guest Pantry 2,IN,12,,,intake-185,"Delivery from order #185",2026-10-28
6523,162,"Château Haut-Brion 2005","Château Haut-Brion 2005",Fridge 2,IN,12,,,intake-421,"Delivery from order #421",2026-10-28
4297,742,"Jermann Vintage Tunina 2014","Jermann",Guest Pantry 2,IN,12,,,intake-187,"Delivery from order #187",2026-10-29
4298,779,"Marqués de Murrieta Castillo Ygay 2009","Marqués de",Guest Pantry 2,OUT,3,,,consumption-2026-10-29,"Guest service - 6 guests",2026-10-29
6524,885,"Kistler Chardonnay Les Noisetiers 2016","Kistler",Guest Pantry 1,OUT,2,,,consumption-2026-10-30,"Guest service - 4 guests",2026-10-30
4299,288,"Château Mouton Rothschild 2016","Château Mouton Rothschild 2016",Main Cellar A2,OUT,2,,,consumption-2026-10-31,"Guest service - 7 guests",2026-10-31
4300,358,"Pavillon Blanc du Château Margaux 2008","Pavillon",Fridge 2,OUT,2,,,consumption-2026-10-31,"Guest service - 8 guests",2026-10-31
6525,830,"Dr. Loosen Ürziger Würzgarten GG 2005","Dr.",Guest Pantry 2,OUT,4,,,consumption-2026-10-31,"Guest service - 7 guests",2026-10-31
6526,499,"Comte Liger‑Belair La Romanée 2008","Comte",Wine Fridge Port,OUT,3,,,consumption-2026-10-31,"Guest service - 5 guests",2026-10-31
4301,543,"Dauvissat Chablis Grand Cru Les Preuses 1999","Dauvissat",Main Cellar B1,OUT,2,,,consumption-2026-11-01,"Guest service - 4 guests",2026-11-01
4302,546,"Dauvissat Chablis Grand Cru Les Preuses 2014","Dauvissat",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
4303,868,"Wittmann Morstein GG 2022","Wittmann",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
4304,816,"Marqués de Murrieta Castillo Ygay 2012","Marqués de",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
6527,745,"Planeta Chardonnay 2014","Planeta",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
6528,814,"La Rioja Alta 904 Gran Reserva 2002","La",Wine Fridge Starboard,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
6529,793,"Marqués de Murrieta Castillo Ygay 2008","Marqués de",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-01
4305,524,"Dauvissat Chablis Grand Cru Les Preuses 2012","Dauvissat",Fridge 2,OUT,1,,,consumption-2026-11-02,"Guest service - 3 guests",2026-11-02
6530,254,"Château Pichon Comtesse 2002","Château Pichon Comtesse 2002",Fridge 1,IN,12,,,intake-422,"Delivery from order #422",2026-11-02
6531,358,"Pavillon Blanc du Château Margaux 2008","Pavillon",Fridge 2,OUT,2,,,consumption-2026-11-02,"Guest service - 3 guests",2026-11-02
6532,970,"Henriques & Henriques Malvasia 15 Year 2008","Henriques &",Fridge 2,OUT,1,,,consumption-2026-11-02,"Guest service - 2 guests",2026-11-02
6533,254,"Château Pichon Comtesse 2002","Château Pichon Comtesse 2002",Fridge 1,IN,12,,,intake-423,"Delivery from order #423",2026-11-05
6534,499,"Comte Liger‑Belair La Romanée 2008","Comte",Wine Fridge Port,IN,12,,,intake-424,"Delivery from order #424",2026-11-06
6535,254,"Château Pichon Comtesse 2002","Château Pichon Comtesse 2002",Fridge 1,IN,12,,,intake-424,"Delivery from order #424",2026-11-06
4306,654,"Solaia 2018","Solaia",Main Cellar B1,OUT,1,,,consumption-2026-11-07,"Guest service - 3 guests",2026-11-07
4307,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,OUT,2,,,consumption-2026-11-08,"Guest service - 3 guests",2026-11-08
4308,436,"Meo‑Camuzet Clos de Vougeot 2014","Meo‑Camuzet",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-08
4309,855,"Dönnhoff Hermannshöhle GG 2015","Dönnhoff",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-08
6536,499,"Comte Liger‑Belair La Romanée 2008","Comte",Wine Fridge Port,IN,12,,,intake-425,"Delivery from order #425",2026-11-08
6537,294,"Château Pichon Baron 1996","Château Pichon Baron 1996",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2026-11-08
6538,342,"Château Haut‑Brion Blanc 2009","Château Haut‑Brion Blanc 2009",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-08
6539,942,"Opus One 2014","Opus One",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-08
6540,260,"Château Montrose 2010","Château Montrose 2010",Guest Pantry 1,OUT,1,,,consumption-2026-11-14,"Guest service - 2 guests",2026-11-14
6541,971,"Château d'Yquem Sauternes 2019","Château d'Yquem Sauternes 2019",Fridge 2,OUT,1,,,consumption-2026-11-14,"Guest service - 3 guests",2026-11-14
4310,128,"Château Pichon Comtesse 2018","Château Pichon Comtesse 2018",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-15
4311,349,"Château Malartic‑Lagravière Blanc 2002","Château Malartic‑Lagravière Blanc 2002",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-15
6542,33,"Pol Roger Sir Winston Churchill 2005","Pol",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-15
6543,679,"Solaia 2014","Solaia",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-15
6544,786,"Marqués de Murrieta Castillo Ygay 2000","Marqués de",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-15
4312,944,"Bryant Family Cabernet 2009","Bryant",Main Cellar A2,OUT,1,,,consumption-2026-11-16,"Guest service - 3 guests",2026-11-16
4313,542,"Domaine Leflaive Puligny‑Montrachet 1er Cru 2018","Domaine",Wine Fridge Starboard,OUT,2,,,consumption-2026-11-16,"Guest service - 4 guests",2026-11-16
6545,120,"Krug Vintage 2009","Krug",Main Cellar B3,OUT,1,,,consumption-2026-11-18,"Guest service - 2 guests",2026-11-18
6546,9,"Taittinger Comtes de Champagne 2019","Taittinger",Main Cellar A1,OUT,1,,,consumption-2026-11-18,"Guest service - 4 guests",2026-11-18
4314,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,IN,12,,,intake-188,"Delivery from order #188",2026-11-19
4315,362,"Pavillon Blanc du Château Margaux 2016","Pavillon",Wine Fridge Port,OUT,1,,,consumption-2026-11-20,"Guest service - 2 guests",2026-11-20
4316,692,"Masseto 2018","Masseto",Main Cellar B3,OUT,2,,,consumption-2026-11-20,"Guest service - 4 guests",2026-11-20
6547,942,"Opus One 2014","Opus One",Main Cellar A2,IN,12,,,intake-426,"Delivery from order #426",2026-11-20
4317,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,IN,12,,,intake-189,"Delivery from order #189",2026-11-22
4318,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,IN,12,,,intake-190,"Delivery from order #190",2026-11-22
4319,631,"Sassicaia 2018","Sassicaia",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2026-11-22
4320,911,"Kongsgaard The Judge Chardonnay 2019","Kongsgaard The",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-22
4321,524,"Dauvissat Chablis Grand Cru Les Preuses 2012","Dauvissat",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-22
6548,418,"Armand Rousseau Chambertin 2019","Armand",Main Cellar A1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-22
6549,47,"Krug Vintage 2021","Krug",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-22
4322,824,"Wittmann Morstein GG 2018","Wittmann",Fridge 2,OUT,2,,,consumption-2026-11-23,"Guest service - 4 guests",2026-11-23
6550,240,"Château Palmer 2012","Château Palmer 2012",Fridge 2,OUT,2,,,consumption-2026-11-24,"Guest service - 3 guests",2026-11-24
6551,533,"Raveneau Chablis Grand Cru Blanchot 2010","Raveneau",Wine Fridge Starboard,OUT,1,,,consumption-2026-11-24,"Guest service - 3 guests",2026-11-24
4323,675,"Gaja Barbaresco 2018","Gaja",Fridge 1,OUT,2,,,consumption-2026-11-25,"Guest service - 4 guests",2026-11-25
4324,578,"Raveneau Chablis Grand Cru Blanchot 2008","Raveneau",Main Cellar B1,OUT,1,,,consumption-2026-11-25,"Guest service - 2 guests",2026-11-25
6552,5,"Veuve Clicquot La Grande Dame 2009","Veuve",Main Cellar A1,OUT,1,,,consumption-2026-11-25,"Guest service - 2 guests",2026-11-25
6553,363,"Domaine de Chevalier Blanc 2019","Domaine de",Fridge 2,OUT,2,,,consumption-2026-11-25,"Guest service - 3 guests",2026-11-25
6554,679,"Solaia 2014","Solaia",Main Cellar A1,IN,12,,,intake-427,"Delivery from order #427",2026-11-27
4325,253,"Château Pichon Comtesse 2010","Château Pichon Comtesse 2010",Wine Fridge Port,ADJUST,1,,,,"Weekly audit adjustment",2026-11-29
4326,578,"Raveneau Chablis Grand Cru Blanchot 2008","Raveneau",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-29
4327,28,"Dom Pérignon 2002","Dom",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-11-29
6555,740,"Planeta Chardonnay 2008","Planeta",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-29
6556,844,"Dönnhoff Hermannshöhle GG 2018","Dönnhoff",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-11-29
4328,692,"Masseto 2018","Masseto",Main Cellar B3,IN,12,,,intake-191,"Delivery from order #191",2026-12-02
6557,679,"Solaia 2014","Solaia",Main Cellar A1,IN,12,,,intake-428,"Delivery from order #428",2026-12-03
6558,836,"Wittmann Morstein GG 2005","Wittmann",Main Cellar B1,OUT,1,,,consumption-2026-12-04,"Guest service - 4 guests",2026-12-04
4329,692,"Masseto 2018","Masseto",Main Cellar B3,IN,12,,,intake-192,"Delivery from order #192",2026-12-05
4330,135,"Château Pichon Comtesse 2019","Château Pichon Comtesse 2019",Main Cellar A2,ADJUST,1,,,,"Weekly audit adjustment",2026-12-06
4331,100,"Louis Roederer Cristal 2010","Louis",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-06
4332,270,"Château Montrose 2016","Château Montrose 2016",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-12-06
6559,694,"Casanova di Neri Tenuta Nuova 2002","Casanova di",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-06
6560,317,"Château Lafite Rothschild 2012","Château Lafite Rothschild 2012",Guest Pantry 2,ADJUST,1,,,,"Weekly audit adjustment",2026-12-06
4333,255,"Château Calon‑Ségur 2018","Château Calon‑Ségur 2018",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-12-13
4334,384,"DRC Echézeaux 2015","DRC",Fridge 1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-13
6561,324,"Château Haut‑Brion Blanc 2018","Château Haut‑Brion Blanc 2018",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-13
6562,557,"Dauvissat Chablis Grand Cru Les Preuses 2008","Dauvissat",Fridge 2,ADJUST,1,,,,"Weekly audit adjustment",2026-12-13
6563,912,"Harlan Estate Proprietary Red 2016","Harlan",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-13
4335,731,"Gaja Gaia & Rey Chardonnay 2008","Gaja",Guest Pantry 1,OUT,1,,,consumption-2026-12-18,"Guest service - 2 guests",2026-12-18
4336,741,"Gaja Gaia & Rey Chardonnay 2005","Gaja",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-20
4337,800,"La Rioja Alta 904 Gran Reserva 2009","La",Main Cellar B1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-20
6564,350,"Château Carbonnieux Blanc 2016","Château Carbonnieux Blanc 2016",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-12-20
6565,661,"Masseto 2009","Masseto",Guest Pantry 1,ADJUST,1,,,,"Weekly audit adjustment",2026-12-20
6566,561,"Roulot Meursault 1er Cru 2002","Roulot",Main Cellar B3,ADJUST,1,,,,"Weekly audit adjustment",2026-12-20
6567,407,"DRC Echézeaux 2002","DRC",Main Cellar B3,OUT,2,,,consumption-2026-12-26,"Guest service - 4 guests",2026-12-26
6568,414,"Sylvain Cathiard Vosne‑Romanée 1er Cru 2008","Sylvain",Guest Pantry 1,OUT,2,,,consumption-2026-12-26,"Guest service - 4 guests",2026-12-26
