id,vintage_id,wine_id,wine_type,quantity,location,event_type,metadata,created_at
5043,752,752,Red,1,Wine Fridge Starboard,consume,"{"guest_count":3}",2026-08-06
3458,948,948,Red,2,Wine Fridge Starboard,consume,"{"guest_count":3}",2026-08-07
3459,302,302,Red,1,Fridge 2,consume,"{"guest_count":4}",2026-08-07
5044,548,548,White,2,Fridge 1,consume,"{"guest_count":3}",2026-08-08
5045,942,942,Red,1,Main Cellar A2,consume,"{"guest_count":2}",2026-08-08
3460,803,803,Red,6,Main Cellar A1,consume,"{"guest_count":11}",2026-08-09
5046,873,873,White,3,Main Cellar B1,consume,"{"guest_count":7}",2026-08-09
5047,837,837,White,5,Fridge 2,consume,"{"guest_count":10}",2026-08-09
3461,864,864,White,6,Main Cellar B3,consume,"{"guest_count":11}",2026-08-10
5048,546,546,White,6,Main Cellar A2,consume,"{"guest_count":11}",2026-08-10
3462,566,566,White,4,Fridge 2,consume,"{"guest_count":8}",2026-08-11
5049,987,987,Dessert,2,Main Cellar B3,consume,"{"guest_count":3}",2026-08-11
5050,410,410,Red,1,Fridge 1,consume,"{"guest_count":3}",2026-08-11
5051,564,null,White,12,Main Cellar B1,receive,"{"order_id":410}",2026-08-12
5052,544,544,White,6,Guest Pantry 2,consume,"{"guest_count":12}",2026-08-12
3463,7,null,Sparkling,12,Fridge 1,receive,"{"order_id":173}",2026-08-13
3464,27,null,Sparkling,12,Main Cellar B1,receive,"{"order_id":173}",2026-08-13
3465,516,516,White,2,Guest Pantry 2,consume,"{"guest_count":8}",2026-08-14
3466,365,365,White,2,Fridge 1,consume,"{"guest_count":7}",2026-08-14
5053,269,269,Red,3,Main Cellar B1,consume,"{"guest_count":5}",2026-08-14
3467,76,76,Sparkling,1,Guest Pantry 1,consume,"{"guest_count":3}",2026-08-15
3468,763,763,Red,1,Guest Pantry 1,consume,"{"guest_count":3}",2026-08-15
5054,148,148,Red,1,Guest Pantry 1,consume,"{"guest_count":4}",2026-08-16
5055,516,516,White,2,Guest Pantry 2,consume,"{"guest_count":4}",2026-08-16
5056,113,113,Sparkling,3,Wine Fridge Starboard,consume,"{"guest_count":8}",2026-08-17
3469,507,507,White,6,Guest Pantry 1,consume,"{"guest_count":11}",2026-08-18
3470,668,668,Red,4,Main Cellar A2,consume,"{"guest_count":7}",2026-08-18
5057,434,434,Red,4,Wine Fridge Port,consume,"{"guest_count":7}",2026-08-18
5058,851,851,White,2,Fridge 1,consume,"{"guest_count":4}",2026-08-18
3471,949,949,Red,3,Main Cellar A2,consume,"{"guest_count":5}",2026-08-20
3472,873,873,White,2,Main Cellar B1,consume,"{"guest_count":8}",2026-08-20
5059,920,920,Red,2,Main Cellar B3,consume,"{"guest_count":7}",2026-08-20
3473,346,346,White,4,Guest Pantry 2,consume,"{"guest_count":7}",2026-08-21
5060,837,null,White,12,Fridge 2,receive,"{"order_id":411}",2026-08-21
5061,564,null,White,12,Main Cellar B1,receive,"{"order_id":411}",2026-08-21
3474,384,384,Red,2,Fridge 1,consume,"{"guest_count":3}",2026-08-22
3475,619,619,Red,1,Guest Pantry 2,consume,"{"guest_count":2}",2026-08-22
5062,837,null,White,12,Fridge 2,receive,"{"order_id":412}",2026-08-22
5063,269,null,Red,12,Main Cellar B1,receive,"{"order_id":412}",2026-08-22
3476,365,null,White,12,Fridge 1,receive,"{"order_id":174}",2026-08-23
3477,803,null,Red,12,Main Cellar A1,receive,"{"order_id":174}",2026-08-23
3478,864,null,White,12,Main Cellar B3,receive,"{"order_id":174}",2026-08-23
3479,193,193,Red,1,Guest Pantry 1,consume,"{"guest_count":2}",2026-08-23
3480,84,84,Sparkling,1,Fridge 2,consume,"{"guest_count":4}",2026-08-23
5064,519,519,White,2,Guest Pantry 2,consume,"{"guest_count":7}",2026-08-23
5065,372,372,White,6,Main Cellar A1,consume,"{"guest_count":12}",2026-08-23
3481,41,41,Sparkling,4,Main Cellar A1,consume,"{"guest_count":10}",2026-08-24
5066,269,null,Red,12,Main Cellar B1,receive,"{"order_id":413}",2026-08-24
5067,920,null,Red,12,Main Cellar B3,receive,"{"order_id":413}",2026-08-24
5068,434,null,Red,12,Wine Fridge Port,receive,"{"order_id":413}",2026-08-24
5069,330,330,White,2,Main Cellar A1,consume,"{"guest_count":7}",2026-08-24
5070,58,58,Sparkling,2,Guest Pantry 1,consume,"{"guest_count":6}",2026-08-24
3482,415,415,Red,4,Guest Pantry 2,consume,"{"guest_count":10}",2026-08-25
3483,333,333,White,2,Fridge 1,consume,"{"guest_count":8}",2026-08-25
5071,677,677,Red,2,Main Cellar A2,consume,"{"guest_count":6}",2026-08-25
5072,670,670,Red,1,Fridge 1,consume,"{"guest_count":4}",2026-08-25
5073,766,766,Red,1,Wine Fridge Port,consume,"{"guest_count":3}",2026-08-26
5074,404,404,Red,1,Fridge 1,consume,"{"guest_count":3}",2026-08-26
3484,365,null,White,12,Fridge 1,receive,"{"order_id":175}",2026-08-27
3485,803,null,Red,12,Main Cellar A1,receive,"{"order_id":175}",2026-08-27
3486,507,null,White,12,Guest Pantry 1,receive,"{"order_id":175}",2026-08-27
3487,864,null,White,12,Main Cellar B3,receive,"{"order_id":175}",2026-08-27
5075,151,151,Red,4,Fridge 1,consume,"{"guest_count":11}",2026-08-27
5076,703,703,White,4,Main Cellar A1,consume,"{"guest_count":7}",2026-08-27
5077,190,190,Red,2,Main Cellar A1,consume,"{"guest_count":6}",2026-08-28
3488,346,null,White,12,Guest Pantry 2,receive,"{"order_id":176}",2026-08-29
3489,365,null,White,12,Fridge 1,receive,"{"order_id":176}",2026-08-29
3490,803,null,Red,12,Main Cellar A1,receive,"{"order_id":176}",2026-08-29
3491,507,null,White,12,Guest Pantry 1,receive,"{"order_id":176}",2026-08-29
3492,864,null,White,12,Main Cellar B3,receive,"{"order_id":176}",2026-08-29
3493,811,811,Red,2,Main Cellar B3,consume,"{"guest_count":6}",2026-08-29
3494,627,627,Red,2,Fridge 1,consume,"{"guest_count":5}",2026-08-29
5078,920,null,Red,12,Main Cellar B3,receive,"{"order_id":414}",2026-08-29
5079,434,null,Red,12,Wine Fridge Port,receive,"{"order_id":414}",2026-08-29
5080,505,505,White,3,Fridge 2,consume,"{"guest_count":11}",2026-08-29
3495,326,326,White,2,Fridge 1,consume,"{"guest_count":4}",2026-08-30
3496,112,112,Sparkling,2,Fridge 2,consume,"{"guest_count":4}",2026-09-02
3497,585,585,Red,1,Fridge 1,consume,"{"guest_count":3}",2026-09-02
5081,372,null,White,12,Main Cellar A1,receive,"{"order_id":415}",2026-09-02
5082,630,630,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2026-09-02
5083,460,460,Red,4,Main Cellar A2,consume,"{"guest_count":8}",2026-09-02
3498,41,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":177}",2026-09-03
3499,41,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":178}",2026-09-03
5084,372,null,White,12,Main Cellar A1,receive,"{"order_id":416}",2026-09-03
5085,703,null,White,12,Main Cellar A1,receive,"{"order_id":416}",2026-09-03
5086,15,15,Sparkling,4,Main Cellar A2,consume,"{"guest_count":11}",2026-09-03
5087,263,263,Red,3,Main Cellar A1,consume,"{"guest_count":11}",2026-09-03
3500,830,830,White,1,Guest Pantry 2,consume,"{"guest_count":3}",2026-09-04
5088,372,null,White,12,Main Cellar A1,receive,"{"order_id":417}",2026-09-05
5089,33,null,Sparkling,12,Guest Pantry 2,receive,"{"order_id":417}",2026-09-05
5090,703,null,White,12,Main Cellar A1,receive,"{"order_id":417}",2026-09-05
5091,307,307,Red,2,Main Cellar B1,consume,"{"guest_count":6}",2026-09-05
5092,487,487,Red,3,Fridge 2,consume,"{"guest_count":5}",2026-09-05
3501,41,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":179}",2026-09-09
5093,389,389,Red,4,Fridge 1,consume,"{"guest_count":10}",2026-09-10
5094,649,649,Red,3,Guest Pantry 2,consume,"{"guest_count":10}",2026-09-12
3502,735,735,White,5,Fridge 2,consume,"{"guest_count":10}",2026-09-13
3503,487,487,Red,6,Fridge 2,consume,"{"guest_count":12}",2026-09-13
5095,41,41,Sparkling,4,Main Cellar A1,consume,"{"guest_count":10}",2026-09-14
5096,86,86,Sparkling,3,Main Cellar B1,consume,"{"guest_count":10}",2026-09-14
3504,281,281,Red,3,Fridge 2,consume,"{"guest_count":7}",2026-09-15
3505,119,119,Sparkling,4,Guest Pantry 2,consume,"{"guest_count":12}",2026-09-15
3506,331,331,White,6,Main Cellar B3,consume,"{"guest_count":12}",2026-09-17
5097,650,650,Red,1,Fridge 1,consume,"{"guest_count":2}",2026-09-17
5098,284,284,Red,2,Fridge 2,consume,"{"guest_count":4}",2026-09-17
3507,924,924,Red,1,Fridge 2,consume,"{"guest_count":3}",2026-09-18
3508,943,943,Red,3,Main Cellar B1,consume,"{"guest_count":8}",2026-09-19
3509,320,320,Red,2,Guest Pantry 1,consume,"{"guest_count":5}",2026-09-19
5099,899,899,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2026-09-19
3510,659,659,Red,2,Guest Pantry 2,consume,"{"guest_count":6}",2026-09-21
5100,704,704,White,2,Fridge 1,consume,"{"guest_count":7}",2026-09-21
5101,222,222,Red,2,Main Cellar A2,consume,"{"guest_count":4}",2026-09-21
5102,86,86,Sparkling,1,Main Cellar B1,consume,"{"guest_count":2}",2026-09-22
5103,925,925,Red,2,Wine Fridge Port,consume,"{"guest_count":3}",2026-09-22
3511,331,null,White,12,Main Cellar B3,receive,"{"order_id":180}",2026-09-25
3512,487,null,Red,12,Fridge 2,receive,"{"order_id":180}",2026-09-25
3513,281,null,Red,12,Fridge 2,receive,"{"order_id":180}",2026-09-25
3514,119,null,Sparkling,12,Guest Pantry 2,receive,"{"order_id":180}",2026-09-25
3515,715,715,White,5,Guest Pantry 1,consume,"{"guest_count":9}",2026-09-25
3516,105,105,Sparkling,3,Main Cellar B3,consume,"{"guest_count":8}",2026-09-25
5104,181,181,Red,1,Fridge 1,consume,"{"guest_count":2}",2026-09-26
5105,657,657,Red,2,Fridge 2,consume,"{"guest_count":3}",2026-09-26
3517,537,537,White,2,Main Cellar A1,consume,"{"guest_count":8}",2026-09-27
5106,605,605,Red,2,Fridge 1,consume,"{"guest_count":4}",2026-09-27
5107,216,216,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-09-27
3518,166,166,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-09-28
3519,553,553,White,1,Wine Fridge Port,consume,"{"guest_count":2}",2026-09-28
5108,715,715,White,5,Guest Pantry 1,consume,"{"guest_count":9}",2026-09-28
5109,764,764,Red,3,Guest Pantry 2,consume,"{"guest_count":8}",2026-09-28
3520,331,null,White,12,Main Cellar B3,receive,"{"order_id":181}",2026-09-29
3521,487,null,Red,12,Fridge 2,receive,"{"order_id":181}",2026-09-29
3522,281,null,Red,12,Fridge 2,receive,"{"order_id":181}",2026-09-29
3523,119,null,Sparkling,12,Guest Pantry 2,receive,"{"order_id":181}",2026-09-29
3524,86,86,Sparkling,3,Main Cellar B1,consume,"{"guest_count":9}",2026-09-29
3525,449,449,Red,3,Fridge 2,consume,"{"guest_count":11}",2026-09-29
5110,636,636,Red,3,Guest Pantry 2,consume,"{"guest_count":8}",2026-09-29
5111,604,604,Red,2,Fridge 2,consume,"{"guest_count":6}",2026-09-29
3526,44,44,Sparkling,2,Main Cellar A1,consume,"{"guest_count":7}",2026-09-30
3527,73,73,Sparkling,5,Guest Pantry 1,consume,"{"guest_count":10}",2026-09-30
3528,364,364,White,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-10-01
3529,261,261,Red,2,Fridge 2,consume,"{"guest_count":4}",2026-10-01
5112,304,304,Red,3,Main Cellar B3,consume,"{"guest_count":5}",2026-10-01
5113,897,897,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-10-01
3530,105,null,Sparkling,12,Main Cellar B3,receive,"{"order_id":182}",2026-10-03
3531,715,null,White,12,Guest Pantry 1,receive,"{"order_id":182}",2026-10-03
3532,26,26,Sparkling,4,Fridge 1,consume,"{"guest_count":12}",2026-10-03
3533,185,185,Red,2,Guest Pantry 1,consume,"{"guest_count":6}",2026-10-03
5114,144,144,Red,1,Main Cellar A1,consume,"{"guest_count":3}",2026-10-03
5115,124,124,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2026-10-03
3534,879,879,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2026-10-04
3535,112,112,Sparkling,4,Fridge 2,consume,"{"guest_count":7}",2026-10-06
5116,15,null,Sparkling,12,Main Cellar A2,receive,"{"order_id":418}",2026-10-06
5117,222,null,Red,12,Main Cellar A2,receive,"{"order_id":418}",2026-10-06
5118,315,null,Red,12,Main Cellar A1,receive,"{"order_id":418}",2026-10-06
5119,925,null,Red,12,Wine Fridge Port,receive,"{"order_id":418}",2026-10-06
5120,764,null,Red,12,Guest Pantry 2,receive,"{"order_id":419}",2026-10-06
5121,15,null,Sparkling,12,Main Cellar A2,receive,"{"order_id":419}",2026-10-06
5122,222,null,Red,12,Main Cellar A2,receive,"{"order_id":419}",2026-10-06
5123,315,null,Red,12,Main Cellar A1,receive,"{"order_id":419}",2026-10-06
5124,604,null,Red,12,Fridge 2,receive,"{"order_id":419}",2026-10-06
5125,925,null,Red,12,Wine Fridge Port,receive,"{"order_id":419}",2026-10-06
5126,897,null,Red,12,Guest Pantry 1,receive,"{"order_id":419}",2026-10-06
5127,113,113,Sparkling,1,Wine Fridge Starboard,consume,"{"guest_count":2}",2026-10-07
5128,410,410,Red,1,Fridge 1,consume,"{"guest_count":3}",2026-10-07
3536,454,454,Red,3,Fridge 1,consume,"{"guest_count":6}",2026-10-08
3537,323,323,White,2,Fridge 1,consume,"{"guest_count":6}",2026-10-08
5129,576,576,White,2,Main Cellar A2,consume,"{"guest_count":3}",2026-10-09
5130,615,615,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-10-09
3538,449,null,Red,12,Fridge 2,receive,"{"order_id":183}",2026-10-10
3539,44,null,Sparkling,12,Main Cellar A1,receive,"{"order_id":183}",2026-10-10
3540,166,null,Red,12,Guest Pantry 1,receive,"{"order_id":183}",2026-10-10
3541,553,null,White,12,Wine Fridge Port,receive,"{"order_id":183}",2026-10-10
3542,503,503,White,4,Guest Pantry 1,consume,"{"guest_count":8}",2026-10-10
3543,628,628,Red,2,Fridge 1,consume,"{"guest_count":8}",2026-10-10
5131,634,634,Red,2,Fridge 1,consume,"{"guest_count":4}",2026-10-10
5132,162,162,Red,3,Fridge 2,consume,"{"guest_count":5}",2026-10-10
3544,684,684,Red,2,Fridge 2,consume,"{"guest_count":6}",2026-10-11
5133,231,231,Red,2,Fridge 2,consume,"{"guest_count":6}",2026-10-11
5134,363,363,White,3,Fridge 2,consume,"{"guest_count":8}",2026-10-11
3545,738,738,White,2,Main Cellar A1,consume,"{"guest_count":6}",2026-10-12
3546,889,889,Red,3,Main Cellar A2,consume,"{"guest_count":6}",2026-10-12
3547,97,97,Sparkling,1,Fridge 1,consume,"{"guest_count":2}",2026-10-14
3548,302,302,Red,1,Fridge 2,consume,"{"guest_count":3}",2026-10-14
3549,742,742,White,2,Guest Pantry 2,consume,"{"guest_count":7}",2026-10-15
5135,381,381,Red,2,Main Cellar A2,consume,"{"guest_count":4}",2026-10-16
5136,817,817,Red,2,Fridge 2,consume,"{"guest_count":4}",2026-10-16
3550,26,null,Sparkling,12,Fridge 1,receive,"{"order_id":184}",2026-10-17
5137,355,355,White,1,Wine Fridge Starboard,consume,"{"guest_count":3}",2026-10-17
5138,165,165,Red,1,Fridge 2,consume,"{"guest_count":3}",2026-10-18
3551,943,943,Red,2,Main Cellar B1,consume,"{"guest_count":4}",2026-10-19
3552,694,694,Red,2,Fridge 1,consume,"{"guest_count":5}",2026-10-19
5139,521,521,White,4,Fridge 1,consume,"{"guest_count":7}",2026-10-21
3553,242,242,Red,2,Fridge 2,consume,"{"guest_count":8}",2026-10-22
5140,162,null,Red,12,Fridge 2,receive,"{"order_id":420}",2026-10-22
5141,563,563,White,2,Guest Pantry 2,consume,"{"guest_count":3}",2026-10-22
5142,205,205,Red,1,Wine Fridge Starboard,consume,"{"guest_count":3}",2026-10-22
3554,736,736,White,2,Main Cellar A2,consume,"{"guest_count":6}",2026-10-23
3555,351,351,White,3,Fridge 2,consume,"{"guest_count":9}",2026-10-24
5143,109,109,Sparkling,4,Fridge 2,consume,"{"guest_count":12}",2026-10-24
5144,254,254,Red,4,Fridge 1,consume,"{"guest_count":7}",2026-10-24
3556,742,null,White,12,Guest Pantry 2,receive,"{"order_id":186}",2026-10-27
3557,742,null,White,12,Guest Pantry 2,receive,"{"order_id":185}",2026-10-28
5145,162,null,Red,12,Fridge 2,receive,"{"order_id":421}",2026-10-28
3558,742,null,White,12,Guest Pantry 2,receive,"{"order_id":187}",2026-10-29
3559,779,779,Red,3,Guest Pantry 2,consume,"{"guest_count":6}",2026-10-29
5146,885,885,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-10-30
3560,288,288,Red,2,Main Cellar A2,consume,"{"guest_count":7}",2026-10-31
3561,358,358,White,2,Fridge 2,consume,"{"guest_count":8}",2026-10-31
5147,830,830,White,4,Guest Pantry 2,consume,"{"guest_count":7}",2026-10-31
5148,499,499,Red,3,Wine Fridge Port,consume,"{"guest_count":5}",2026-10-31
3562,543,543,White,2,Main Cellar B1,consume,"{"guest_count":4}",2026-11-01
3563,524,524,White,1,Fridge 2,consume,"{"guest_count":3}",2026-11-02
5149,254,null,Red,12,Fridge 1,receive,"{"order_id":422}",2026-11-02
5150,358,358,White,2,Fridge 2,consume,"{"guest_count":3}",2026-11-02
5151,970,970,Dessert,1,Fridge 2,consume,"{"guest_count":2}",2026-11-02
5152,254,null,Red,12,Fridge 1,receive,"{"order_id":423}",2026-11-05
5153,499,null,Red,12,Wine Fridge Port,receive,"{"order_id":424}",2026-11-06
5154,254,null,Red,12,Fridge 1,receive,"{"order_id":424}",2026-11-06
3564,654,654,Red,1,Main Cellar B1,consume,"{"guest_count":3}",2026-11-07
3565,407,407,Red,2,Main Cellar B3,consume,"{"guest_count":3}",2026-11-08
5155,499,null,Red,12,Wine Fridge Port,receive,"{"order_id":425}",2026-11-08
5156,260,260,Red,1,Guest Pantry 1,consume,"{"guest_count":2}",2026-11-14
5157,971,971,Dessert,1,Fridge 2,consume,"{"guest_count":3}",2026-11-14
3566,944,944,Red,1,Main Cellar A2,consume,"{"guest_count":3}",2026-11-16
3567,542,542,White,2,Wine Fridge Starboard,consume,"{"guest_count":4}",2026-11-16
5158,120,120,Sparkling,1,Main Cellar B3,consume,"{"guest_count":2}",2026-11-18
5159,9,9,Sparkling,1,Main Cellar A1,consume,"{"guest_count":4}",2026-11-18
3568,407,null,Red,12,Main Cellar B3,receive,"{"order_id":188}",2026-11-19
3569,362,362,White,1,Wine Fridge Port,consume,"{"guest_count":2}",2026-11-20
3570,692,692,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2026-11-20
5160,942,null,Red,12,Main Cellar A2,receive,"{"order_id":426}",2026-11-20
3571,407,null,Red,12,Main Cellar B3,receive,"{"order_id":189}",2026-11-22
3572,407,null,Red,12,Main Cellar B3,receive,"{"order_id":190}",2026-11-22
3573,824,824,White,2,Fridge 2,consume,"{"guest_count":4}",2026-11-23
5161,240,240,Red,2,Fridge 2,consume,"{"guest_count":3}",2026-11-24
5162,533,533,White,1,Wine Fridge Starboard,consume,"{"guest_count":3}",2026-11-24
3574,675,675,Red,2,Fridge 1,consume,"{"guest_count":4}",2026-11-25
3575,578,578,White,1,Main Cellar B1,consume,"{"guest_count":2}",2026-11-25
5163,5,5,Sparkling,1,Main Cellar A1,consume,"{"guest_count":2}",2026-11-25
5164,363,363,White,2,Fridge 2,consume,"{"guest_count":3}",2026-11-25
5165,679,null,Red,12,Main Cellar A1,receive,"{"order_id":427}",2026-11-27
3576,692,null,Red,12,Main Cellar B3,receive,"{"order_id":191}",2026-12-02
5166,679,null,Red,12,Main Cellar A1,receive,"{"order_id":428}",2026-12-03
5167,836,836,White,1,Main Cellar B1,consume,"{"guest_count":4}",2026-12-04
3577,692,null,Red,12,Main Cellar B3,receive,"{"order_id":192}",2026-12-05
3578,731,731,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2026-12-18
5168,407,407,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2026-12-26
5169,414,414,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2026-12-26
3579,384,null,Red,12,Fridge 1,receive,"{"order_id":193}",2026-12-27
3580,499,499,Red,1,Wine Fridge Port,consume,"{"guest_count":2}",2026-12-29
3581,926,926,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2026-12-29
3582,519,519,White,1,Guest Pantry 2,consume,"{"guest_count":2}",2027-01-02
3583,149,149,Red,1,Guest Pantry 2,consume,"{"guest_count":3}",2027-01-03
5170,612,612,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2027-01-04
5171,362,362,White,1,Wine Fridge Port,consume,"{"guest_count":2}",2027-01-07
5172,692,692,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2027-01-07
5173,23,23,Sparkling,1,Fridge 2,consume,"{"guest_count":3}",2027-01-19
5174,266,266,Red,2,Fridge 2,consume,"{"guest_count":4}",2027-01-19
5175,28,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":430}",2027-01-21
5176,462,462,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2027-01-22
5177,507,507,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2027-01-22
5178,28,null,Sparkling,12,Guest Pantry 1,receive,"{"order_id":429}",2027-01-23
5179,438,438,Red,1,Guest Pantry 2,consume,"{"guest_count":4}",2027-01-23
5180,631,631,Red,2,Wine Fridge Port,consume,"{"guest_count":3}",2027-01-23
5181,478,478,Red,2,Main Cellar A2,consume,"{"guest_count":3}",2027-02-01
5182,529,529,White,2,Guest Pantry 1,consume,"{"guest_count":4}",2027-02-10
3584,198,198,Red,2,Wine Fridge Port,consume,"{"guest_count":3}",2027-02-16
5183,70,70,Sparkling,1,Fridge 1,consume,"{"guest_count":2}",2027-02-21
5184,625,625,Red,3,Fridge 1,consume,"{"guest_count":10}",2027-03-01
5185,587,587,Red,3,Fridge 2,consume,"{"guest_count":7}",2027-03-03
5186,825,825,White,2,Main Cellar A2,consume,"{"guest_count":7}",2027-03-03
3585,503,503,White,5,Guest Pantry 1,consume,"{"guest_count":9}",2027-03-04
3586,566,566,White,3,Fridge 2,consume,"{"guest_count":12}",2027-03-04
5187,810,810,Red,2,Fridge 2,consume,"{"guest_count":5}",2027-03-04
3587,123,123,Sparkling,3,Main Cellar A1,consume,"{"guest_count":9}",2027-03-05
3588,509,509,White,4,Guest Pantry 1,consume,"{"guest_count":12}",2027-03-05
5188,776,776,Red,1,Fridge 1,consume,"{"guest_count":4}",2027-03-05
3589,306,306,Red,2,Main Cellar B3,consume,"{"guest_count":4}",2027-03-06
3590,630,630,Red,4,Guest Pantry 2,consume,"{"guest_count":7}",2027-03-07
3591,833,833,White,3,Main Cellar B3,consume,"{"guest_count":5}",2027-03-08
5189,697,697,White,4,Fridge 1,consume,"{"guest_count":7}",2027-03-08
5190,576,576,White,4,Main Cellar A2,consume,"{"guest_count":7}",2027-03-08
5191,119,119,Sparkling,2,Guest Pantry 2,consume,"{"guest_count":4}",2027-03-09
5192,126,126,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2027-03-09
3592,348,348,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2027-03-10
3593,916,916,Red,3,Main Cellar A2,consume,"{"guest_count":6}",2027-03-11
3594,450,450,Red,2,Main Cellar B1,consume,"{"guest_count":6}",2027-03-11
5193,651,651,Red,2,Main Cellar A2,consume,"{"guest_count":6}",2027-03-11
5194,234,234,Red,2,Fridge 1,consume,"{"guest_count":7}",2027-03-11
5195,30,30,Sparkling,4,Wine Fridge Port,consume,"{"guest_count":10}",2027-03-12
3595,32,32,Sparkling,2,Fridge 1,consume,"{"guest_count":3}",2027-03-13
3596,509,null,White,12,Guest Pantry 1,receive,"{"order_id":194}",2027-03-14
3597,566,null,White,12,Fridge 2,receive,"{"order_id":194}",2027-03-14
5196,434,434,Red,3,Wine Fridge Port,consume,"{"guest_count":6}",2027-03-14
5197,507,507,White,5,Guest Pantry 1,consume,"{"guest_count":10}",2027-03-14
3598,47,47,Sparkling,2,Main Cellar A2,consume,"{"guest_count":6}",2027-03-15
5198,586,586,Red,4,Fridge 2,consume,"{"guest_count":8}",2027-03-16
5199,387,387,Red,5,Fridge 2,consume,"{"guest_count":10}",2027-03-16
3599,443,443,Red,3,Wine Fridge Port,consume,"{"guest_count":8}",2027-03-17
3600,722,722,White,4,Main Cellar A2,consume,"{"guest_count":8}",2027-03-17
5200,263,263,Red,1,Main Cellar A1,consume,"{"guest_count":2}",2027-03-17
3601,916,null,Red,12,Main Cellar A2,receive,"{"order_id":196}",2027-03-18
3602,516,null,White,12,Guest Pantry 2,receive,"{"order_id":196}",2027-03-18
3603,916,null,Red,12,Main Cellar A2,receive,"{"order_id":195}",2027-03-20
3604,516,null,White,12,Guest Pantry 2,receive,"{"order_id":195}",2027-03-20
5201,17,17,Sparkling,2,Guest Pantry 2,consume,"{"guest_count":3}",2027-03-20
5202,433,433,Red,2,Wine Fridge Starboard,consume,"{"guest_count":3}",2027-03-20
5203,696,696,Red,2,Guest Pantry 1,consume,"{"guest_count":4}",2027-03-21
5204,348,348,White,1,Guest Pantry 1,consume,"{"guest_count":2}",2027-03-21
3605,952,952,Red,2,Fridge 1,consume,"{"guest_count":4}",2027-03-22
3606,630,630,Red,2,Guest Pantry 2,consume,"{"guest_count":4}",2027-03-22
5205,697,null,White,12,Fridge 1,receive,"{"order_id":431}",2027-03-22
5206,30,null,Sparkling,12,Wine Fridge Port,receive,"{"order_id":431}",2027-03-22
3607,897,897,Red,3,Guest Pantry 1,consume,"{"guest_count":8}",2027-03-23
5207,525,525,White,6,Main Cellar A2,consume,"{"guest_count":12}",2027-03-26
5208,294,294,Red,6,Wine Fridge Port,consume,"{"guest_count":11}",2027-03-26
3608,916,null,Red,12,Main Cellar A2,receive,"{"order_id":197}",2027-03-27
3609,516,null,White,12,Guest Pantry 2,receive,"{"order_id":197}",2027-03-27
3610,125,125,Red,2,Fridge 1,consume,"{"guest_count":7}",2027-03-27
3611,231,231,Red,2,Fridge 2,consume,"{"guest_count":6}",2027-03-27
5209,387,null,Red,12,Fridge 2,receive,"{"order_id":432}",2027-03-28
5210,697,null,White,12,Fridge 1,receive,"{"order_id":432}",2027-03-28
5211,30,null,Sparkling,12,Wine Fridge Port,receive,"{"order_id":432}",2027-03-28
5212,586,null,Red,12,Fridge 2,receive,"{"order_id":432}",2027-03-28
5213,749,749,Red,1,Fridge 2,consume,"{"guest_count":3}",2027-03-28
3612,400,400,Red,1,Guest Pantry 2,consume,"{"guest_count":3}",2027-04-01
3613,125,null,Red,12,Fridge 1,receive,"{"order_id":198}",2027-04-03
3614,630,null,Red,12,Guest Pantry 2,receive,"{"order_id":198}",2027-04-03
5214,930,930,Red,2,Fridge 1,consume,"{"guest_count":4}",2027-04-03
5215,294,null,Red,12,Wine Fridge Port,receive,"{"order_id":433}",2027-04-04
5216,525,null,White,12,Main Cellar A2,receive,"{"order_id":433}",2027-04-04
5217,40,40,Sparkling,3,Wine Fridge Port,consume,"{"guest_count":11}",2027-04-05
3615,125,null,Red,12,Fridge 1,receive,"{"order_id":199}",2027-04-06
3616,630,null,Red,12,Guest Pantry 2,receive,"{"order_id":199}",2027-04-06
5218,82,82,Sparkling,1,Fridge 2,consume,"{"guest_count":2}",2027-04-06
