id,recommendation_id,user_id,session_id,overall_rating,flavor_harmony_rating,texture_balance_rating,acidity_match_rating,tannin_balance_rating,body_match_rating,regional_tradition_rating,occasion,guest_count,time_of_day,season,weather_context,selected,created_at
2346,9436,guest_b,2346,4,4,3,3,3,4,4,lunch,6,afternoon,summer,outdoor,1,2026-07-24
2347,9443,guest_b,2347,5,4,4,4,5,5,5,lunch,9,night,summer,outdoor,1,2026-07-24
1259,5078,guest_b,1259,4,4,3,3,4,5,5,cocktail,6,evening,summer,indoor,1,2026-07-25
2348,9446,guest_b,2348,5,5,5,5,4,4,5,cocktail,8,evening,summer,outdoor,1,2026-07-25
2349,9449,owner,2349,5,5,5,4,4,4,5,casual,3,evening,summer,indoor,1,2026-07-26
2350,9452,guest_a,2350,5,4,5,5,4,4,5,dinner,6,afternoon,summer,indoor,1,2026-07-27
2351,9455,guest_a,2351,4,4,4,5,3,4,5,lunch,5,evening,summer,outdoor,1,2026-07-27
1260,5081,owner,1260,4,4,5,4,4,5,5,celebration,2,evening,summer,outdoor,1,2026-07-28
2352,9462,guest_b,2352,5,5,5,4,4,4,5,cocktail,7,afternoon,summer,outdoor,1,2026-07-28
1261,5084,owner,1261,5,5,5,5,4,5,5,celebration,3,evening,summer,outdoor,1,2026-07-29
2353,9464,guest_a,2353,4,4,5,4,3,4,5,lunch,7,afternoon,summer,indoor,1,2026-07-29
2354,9469,guest_a,2354,4,5,3,5,3,4,4,dinner,4,night,summer,indoor,1,2026-07-29
1262,5089,guest_b,1262,4,5,4,3,3,3,4,celebration,12,afternoon,summer,outdoor,1,2026-07-30
1263,5092,guest_b,1263,4,5,5,5,3,5,5,lunch,10,night,summer,outdoor,1,2026-07-30
2355,9473,guest_a,2355,4,4,5,4,4,4,4,cocktail,7,afternoon,summer,outdoor,1,2026-07-30
2356,9476,guest_a,2356,4,4,4,5,3,5,4,lunch,5,night,summer,outdoor,1,2026-07-30
1264,5096,guest_a,1264,4,5,5,4,3,3,4,cocktail,8,evening,summer,outdoor,1,2026-07-31
2357,9481,guest_a,2357,3,4,4,3,3,3,4,lunch,6,afternoon,summer,outdoor,1,2026-07-31
2358,9486,guest_a,2358,3,4,4,2,2,4,4,dinner,5,evening,summer,outdoor,1,2026-07-31
1265,5099,owner,1265,4,4,5,3,4,5,4,celebration,3,afternoon,summer,indoor,1,2026-08-01
1266,5103,owner,1266,5,4,5,5,5,5,5,dinner,3,evening,summer,indoor,1,2026-08-01
2359,9491,guest_b,2359,2,1,2,1,1,3,3,lunch,10,afternoon,summer,outdoor,1,2026-08-01
2360,9496,guest_b,2360,4,3,4,5,3,4,4,lunch,8,evening,summer,outdoor,1,2026-08-01
1267,5108,guest_a,1267,4,4,5,4,3,5,5,lunch,6,afternoon,summer,outdoor,1,2026-08-02
1268,5113,guest_a,1268,5,4,5,5,4,4,5,lunch,4,evening,summer,indoor,1,2026-08-02
2361,9500,guest_a,2361,3,3,2,3,3,3,4,lunch,6,afternoon,summer,indoor,1,2026-08-02
2362,9505,owner,2362,4,3,4,5,4,3,4,celebration,3,afternoon,summer,outdoor,1,2026-08-03
2363,9508,owner,2363,4,5,5,3,3,5,5,casual,4,evening,summer,outdoor,1,2026-08-03
1269,5118,guest_b,1269,3,4,2,4,2,4,3,lunch,8,evening,summer,outdoor,1,2026-08-04
2364,9514,guest_a,2364,4,3,4,4,3,5,5,cocktail,5,night,summer,outdoor,1,2026-08-04
1270,5123,guest_b,1270,4,5,4,5,4,4,5,celebration,9,afternoon,summer,indoor,1,2026-08-05
1271,5127,guest_b,1271,4,5,3,3,4,3,5,celebration,12,evening,summer,outdoor,1,2026-08-05
2365,9517,guest_b,2365,2,3,3,3,2,3,2,lunch,12,afternoon,summer,indoor,1,2026-08-05
2366,9520,guest_b,2366,5,4,5,5,4,4,5,cocktail,10,night,summer,outdoor,1,2026-08-05
1272,5132,guest_b,1272,5,5,5,5,4,4,5,celebration,12,evening,summer,indoor,1,2026-08-06
2367,9523,owner,2367,5,4,4,5,5,4,5,celebration,2,afternoon,summer,outdoor,1,2026-08-06
2368,9526,owner,2368,5,5,5,4,5,5,5,celebration,3,evening,summer,outdoor,1,2026-08-06
1273,5136,owner,1273,4,4,5,5,3,5,5,dinner,3,afternoon,summer,outdoor,1,2026-08-07
1274,5140,owner,1274,5,4,5,5,4,4,5,casual,4,evening,summer,outdoor,1,2026-08-07
2369,9530,owner,2369,5,4,4,5,4,4,5,casual,3,afternoon,summer,outdoor,1,2026-08-08
2370,9534,owner,2370,5,4,5,5,4,5,5,casual,2,evening,summer,outdoor,1,2026-08-08
1275,5145,guest_b,1275,5,4,5,5,4,5,5,celebration,11,night,summer,outdoor,1,2026-08-09
2371,9537,guest_b,2371,4,4,4,3,3,4,4,celebration,7,afternoon,summer,outdoor,1,2026-08-09
2372,9541,guest_b,2372,4,3,5,5,3,3,4,lunch,10,night,summer,outdoor,1,2026-08-09
1276,5148,guest_b,1276,4,3,5,4,3,3,5,lunch,11,evening,summer,outdoor,1,2026-08-10
2373,9546,guest_b,2373,5,5,4,5,4,5,5,celebration,11,evening,summer,outdoor,1,2026-08-10
1277,5151,guest_b,1277,5,5,4,5,5,5,5,celebration,8,evening,summer,outdoor,1,2026-08-11
2374,9551,owner,2374,4,5,3,4,3,3,4,casual,3,afternoon,summer,outdoor,1,2026-08-11
2375,9554,owner,2375,5,4,5,5,5,5,5,dinner,3,evening,summer,indoor,1,2026-08-11
2376,9557,guest_b,2376,4,5,4,3,3,3,4,celebration,12,night,summer,outdoor,1,2026-08-12
1278,5156,guest_a,1278,5,5,5,5,5,5,5,cocktail,8,afternoon,summer,indoor,1,2026-08-14
1279,5160,guest_a,1279,4,5,4,5,3,5,5,lunch,7,evening,summer,indoor,1,2026-08-14
2377,9561,guest_a,2377,5,4,5,5,4,5,5,cocktail,5,evening,summer,outdoor,1,2026-08-14
1280,5163,owner,1280,4,5,3,4,3,3,4,casual,3,afternoon,summer,outdoor,1,2026-08-15
1281,5168,owner,1281,4,5,5,5,3,4,4,dinner,3,evening,summer,outdoor,1,2026-08-15
2378,9565,owner,2378,4,3,3,5,4,3,5,celebration,4,afternoon,summer,outdoor,1,2026-08-16
2379,9568,owner,2379,4,5,4,4,4,5,4,celebration,4,evening,summer,indoor,1,2026-08-16
2380,9571,guest_b,2380,5,5,5,5,4,4,5,celebration,8,evening,summer,outdoor,1,2026-08-17
1282,5171,guest_b,1282,3,2,2,2,3,2,3,lunch,11,afternoon,summer,outdoor,1,2026-08-18
1283,5174,guest_b,1283,5,5,5,5,5,5,5,cocktail,7,night,summer,outdoor,1,2026-08-18
2381,9575,guest_a,2381,3,4,4,3,2,4,4,dinner,7,afternoon,summer,outdoor,1,2026-08-18
2382,9580,guest_a,2382,3,2,4,4,3,2,4,cocktail,4,evening,summer,outdoor,1,2026-08-18
1284,5178,guest_a,1284,5,5,5,4,5,5,5,dinner,5,afternoon,summer,outdoor,1,2026-08-20
1285,5182,guest_a,1285,4,4,5,3,3,4,5,dinner,8,evening,summer,indoor,1,2026-08-20
2383,9584,guest_b,2383,4,3,3,5,4,4,5,cocktail,7,evening,summer,indoor,1,2026-08-20
1286,5188,guest_b,1286,3,2,4,4,3,3,3,lunch,7,evening,summer,indoor,1,2026-08-21
1287,5191,owner,1287,5,5,5,5,5,5,5,dinner,3,afternoon,summer,outdoor,1,2026-08-22
1288,5195,owner,1288,5,5,5,5,5,5,5,dinner,2,night,summer,outdoor,1,2026-08-22
1289,5197,owner,1289,5,5,5,4,5,4,5,dinner,2,afternoon,summer,outdoor,1,2026-08-23
1290,5200,owner,1290,4,3,5,5,3,3,5,celebration,4,night,summer,outdoor,1,2026-08-23
2384,9586,guest_b,2384,4,3,4,5,3,5,4,cocktail,7,afternoon,summer,indoor,1,2026-08-23
2385,9591,guest_b,2385,5,5,5,4,4,4,5,cocktail,12,evening,summer,indoor,1,2026-08-23
1291,5204,guest_b,1291,5,5,4,4,5,4,5,cocktail,10,evening,summer,outdoor,1,2026-08-24
2386,9595,guest_b,2386,5,5,5,5,4,5,5,celebration,7,afternoon,summer,outdoor,1,2026-08-24
2387,9600,guest_b,2387,4,4,5,3,4,3,5,celebration,6,evening,summer,outdoor,1,2026-08-24
1292,5208,guest_b,1292,5,5,4,4,4,5,5,cocktail,10,afternoon,summer,outdoor,1,2026-08-25
1293,5210,guest_b,1293,5,5,4,5,5,5,5,celebration,8,night,summer,indoor,1,2026-08-25
2388,9606,guest_a,2388,4,5,3,5,4,5,4,cocktail,6,afternoon,summer,outdoor,1,2026-08-25
2389,9609,guest_a,2389,4,3,3,4,4,5,4,dinner,4,night,summer,outdoor,1,2026-08-25
2390,9614,owner,2390,5,5,5,5,5,5,5,casual,3,afternoon,summer,outdoor,1,2026-08-26
2391,9618,owner,2391,4,4,3,3,4,4,5,celebration,3,evening,summer,outdoor,1,2026-08-26
2392,9622,guest_b,2392,4,3,5,4,3,5,4,lunch,11,afternoon,summer,outdoor,1,2026-08-27
2393,9627,guest_b,2393,4,4,3,5,4,4,5,lunch,7,evening,summer,indoor,1,2026-08-27
2394,9630,guest_b,2394,3,2,3,4,3,3,4,celebration,6,evening,summer,indoor,1,2026-08-28
1294,5215,guest_a,1294,5,5,5,4,5,5,5,lunch,6,afternoon,summer,indoor,1,2026-08-29
1295,5220,guest_a,1295,5,5,5,4,4,4,5,lunch,5,evening,summer,indoor,1,2026-08-29
2395,9632,guest_b,2395,5,5,5,4,4,5,5,lunch,11,night,summer,outdoor,1,2026-08-29
1296,5223,owner,1296,4,5,4,3,3,5,5,dinner,4,evening,summer,indoor,1,2026-08-30
1297,5226,owner,1297,5,5,5,5,4,5,5,celebration,4,afternoon,autumn,outdoor,1,2026-09-02
1298,5229,owner,1298,4,3,3,5,3,3,5,dinner,3,night,autumn,outdoor,1,2026-09-02
2396,9637,guest_a,2396,4,4,4,5,4,3,4,dinner,4,afternoon,autumn,outdoor,1,2026-09-02
2397,9641,guest_a,2397,5,5,4,5,4,5,5,lunch,8,evening,autumn,outdoor,1,2026-09-02
2398,9646,guest_b,2398,5,5,5,4,4,5,5,cocktail,11,afternoon,autumn,outdoor,1,2026-09-03
2399,9648,guest_b,2399,3,4,3,3,3,4,4,lunch,11,evening,autumn,indoor,1,2026-09-03
1299,5234,owner,1299,5,5,5,4,4,5,5,casual,3,evening,autumn,outdoor,1,2026-09-04
2400,9652,guest_a,2400,5,5,5,4,5,5,5,cocktail,6,afternoon,autumn,outdoor,1,2026-09-05
2401,9657,guest_a,2401,5,5,5,5,5,4,5,lunch,5,night,autumn,outdoor,1,2026-09-05
2402,9660,guest_b,2402,4,4,5,3,3,3,4,cocktail,10,night,autumn,outdoor,1,2026-09-10
2403,9664,guest_b,2403,2,1,1,3,1,1,2,celebration,10,evening,autumn,indoor,1,2026-09-12
1300,5236,guest_b,1300,3,2,2,2,3,4,3,lunch,10,afternoon,autumn,indoor,1,2026-09-13
1301,5242,guest_b,1301,4,5,5,4,4,5,5,cocktail,12,night,autumn,outdoor,1,2026-09-13
2404,9667,guest_b,2404,5,5,4,4,5,4,5,cocktail,10,afternoon,autumn,outdoor,1,2026-09-14
2405,9670,guest_b,2405,5,5,5,5,4,5,5,lunch,10,evening,autumn,outdoor,1,2026-09-14
1302,5246,guest_b,1302,5,5,5,4,4,4,5,cocktail,7,afternoon,autumn,outdoor,1,2026-09-15
1303,5251,guest_b,1303,5,5,5,5,5,5,5,cocktail,12,night,autumn,outdoor,1,2026-09-15
1304,5256,guest_b,1304,4,3,5,4,3,5,5,lunch,12,evening,autumn,outdoor,1,2026-09-17
2406,9673,owner,2406,4,3,5,5,3,4,4,casual,2,afternoon,autumn,outdoor,1,2026-09-17
2407,9677,owner,2407,4,4,5,4,4,5,5,celebration,4,evening,autumn,indoor,1,2026-09-17
1305,5259,owner,1305,5,5,5,5,5,5,5,casual,3,night,autumn,outdoor,1,2026-09-18
1306,5262,guest_a,1306,4,3,3,4,3,5,4,dinner,8,afternoon,autumn,indoor,1,2026-09-19
1307,5268,guest_a,1307,4,4,5,3,4,4,4,lunch,5,evening,autumn,indoor,1,2026-09-19
2408,9681,owner,2408,4,5,4,5,3,4,4,celebration,4,night,autumn,outdoor,1,2026-09-19
1308,5271,guest_a,1308,4,3,4,3,3,3,5,cocktail,6,night,autumn,outdoor,1,2026-09-21
2409,9686,guest_a,2409,4,3,3,3,4,4,5,dinner,7,afternoon,autumn,indoor,1,2026-09-21
2410,9690,guest_a,2410,4,5,4,4,3,3,4,lunch,4,evening,autumn,outdoor,1,2026-09-21
2411,9693,owner,2411,5,5,5,4,4,5,5,casual,2,afternoon,autumn,indoor,1,2026-09-22
2412,9698,owner,2412,5,5,4,5,5,5,5,dinner,3,evening,autumn,indoor,1,2026-09-22
1309,5276,guest_b,1309,5,5,4,5,4,4,5,celebration,9,afternoon,autumn,outdoor,1,2026-09-25
1310,5279,guest_b,1310,4,4,3,3,3,4,5,cocktail,8,evening,autumn,indoor,1,2026-09-25
2413,9701,owner,2413,5,5,4,5,4,5,5,casual,2,afternoon,autumn,outdoor,1,2026-09-26
2414,9705,owner,2414,4,5,5,5,4,4,4,casual,3,evening,autumn,outdoor,1,2026-09-26
1311,5284,guest_b,1311,4,3,5,3,4,3,5,celebration,8,evening,autumn,indoor,1,2026-09-27
2415,9709,owner,2415,4,5,4,5,4,4,5,casual,4,afternoon,autumn,outdoor,1,2026-09-27
2416,9713,owner,2416,5,5,5,5,5,4,5,dinner,4,evening,autumn,indoor,1,2026-09-27
1312,5287,owner,1312,4,5,5,4,3,4,5,dinner,4,afternoon,autumn,outdoor,1,2026-09-28
1313,5293,owner,1313,5,5,5,5,5,5,5,casual,2,evening,autumn,outdoor,1,2026-09-28
2417,9717,guest_b,2417,5,5,4,5,4,5,5,lunch,9,afternoon,autumn,indoor,1,2026-09-28
2418,9721,guest_b,2418,5,5,5,4,4,5,5,celebration,8,night,autumn,outdoor,1,2026-09-28
1314,5296,guest_b,1314,3,2,3,3,2,4,4,cocktail,9,afternoon,autumn,outdoor,1,2026-09-29
1315,5301,guest_b,1315,5,4,4,5,4,5,5,cocktail,11,night,autumn,outdoor,1,2026-09-29
2419,9728,guest_a,2419,3,4,4,3,2,2,4,dinner,8,afternoon,autumn,outdoor,1,2026-09-29
2420,9729,guest_a,2420,4,3,5,5,3,5,4,lunch,6,evening,autumn,indoor,1,2026-09-29
1316,5305,guest_b,1316,5,5,5,4,4,4,5,celebration,7,afternoon,autumn,outdoor,1,2026-09-30
1317,5310,guest_b,1317,4,3,3,4,4,4,4,cocktail,10,evening,autumn,outdoor,1,2026-09-30
1318,5314,owner,1318,4,4,5,5,4,4,4,casual,4,afternoon,autumn,outdoor,1,2026-10-01
1319,5317,owner,1319,4,3,4,4,4,5,5,celebration,4,evening,autumn,outdoor,1,2026-10-01
2421,9734,guest_a,2421,4,3,4,3,4,3,5,dinner,5,afternoon,autumn,outdoor,1,2026-10-01
2422,9737,guest_a,2422,5,5,5,5,4,5,5,dinner,4,night,autumn,indoor,1,2026-10-01
1320,5321,guest_b,1320,5,5,5,5,4,4,5,cocktail,12,afternoon,autumn,outdoor,1,2026-10-03
1321,5326,guest_b,1321,4,5,3,3,4,5,5,cocktail,6,evening,autumn,indoor,1,2026-10-03
2423,9742,owner,2423,5,5,4,5,5,4,5,celebration,3,afternoon,autumn,outdoor,1,2026-10-03
2424,9746,owner,2424,4,3,4,5,3,3,4,dinner,2,evening,autumn,outdoor,1,2026-10-03
1322,5328,guest_a,1322,5,5,5,5,5,5,5,dinner,4,evening,autumn,outdoor,1,2026-10-04
1323,5333,guest_b,1323,5,5,5,4,4,4,5,celebration,7,evening,autumn,outdoor,1,2026-10-06
2425,9751,owner,2425,5,4,4,4,5,5,5,celebration,2,afternoon,autumn,outdoor,1,2026-10-07
2426,9756,owner,2426,4,3,5,3,4,3,5,casual,3,evening,autumn,outdoor,1,2026-10-07
1324,5338,guest_a,1324,4,4,4,5,3,4,4,lunch,6,afternoon,autumn,outdoor,1,2026-10-08
1325,5342,guest_a,1325,4,5,5,3,4,3,5,lunch,6,evening,autumn,outdoor,1,2026-10-08
2427,9760,owner,2427,4,4,3,3,3,4,5,casual,3,afternoon,autumn,outdoor,1,2026-10-09
2428,9767,owner,2428,4,5,3,3,4,5,5,dinner,4,evening,autumn,outdoor,1,2026-10-09
1326,5346,guest_b,1326,3,2,3,4,3,4,4,celebration,8,afternoon,autumn,outdoor,1,2026-10-10
1327,5351,guest_b,1327,3,4,4,4,2,2,4,lunch,8,evening,autumn,outdoor,1,2026-10-10
2429,9770,guest_a,2429,4,4,3,5,4,5,4,cocktail,4,afternoon,autumn,outdoor,1,2026-10-10
2430,9772,guest_a,2430,4,4,3,3,4,3,4,cocktail,5,evening,autumn,outdoor,1,2026-10-10
1328,5356,guest_a,1328,3,2,4,4,3,3,4,dinner,6,evening,autumn,indoor,1,2026-10-11
2431,9776,guest_b,2431,4,5,4,4,3,5,4,celebration,6,afternoon,autumn,outdoor,1,2026-10-11
2432,9779,guest_b,2432,4,4,3,5,4,5,5,celebration,8,evening,autumn,outdoor,1,2026-10-11
1329,5359,guest_a,1329,5,5,5,5,5,5,5,dinner,6,afternoon,autumn,outdoor,1,2026-10-12
1330,5362,guest_a,1330,4,3,3,3,3,5,5,cocktail,6,evening,autumn,outdoor,1,2026-10-12
1331,5367,owner,1331,5,5,5,4,4,5,5,dinner,2,afternoon,autumn,outdoor,1,2026-10-14
1332,5371,owner,1332,5,4,5,5,4,4,5,casual,3,evening,autumn,outdoor,1,2026-10-14
1333,5374,guest_b,1333,3,3,3,3,2,3,3,celebration,7,evening,autumn,outdoor,1,2026-10-15
2433,9784,owner,2433,4,5,3,3,4,4,5,casual,4,afternoon,autumn,outdoor,1,2026-10-16
2434,9788,owner,2434,4,3,3,4,4,3,5,celebration,4,night,autumn,outdoor,1,2026-10-16
2435,9793,owner,2435,5,5,5,4,5,4,5,dinner,3,evening,autumn,indoor,1,2026-10-17
2436,9797,owner,2436,4,5,4,3,3,5,5,casual,3,evening,autumn,outdoor,1,2026-10-18
1334,5380,guest_a,1334,5,5,4,5,5,4,5,lunch,4,afternoon,autumn,outdoor,1,2026-10-19
1335,5386,guest_a,1335,4,5,3,4,4,3,4,dinner,5,evening,autumn,indoor,1,2026-10-19
2437,9801,guest_a,2437,5,4,5,5,4,5,5,lunch,7,evening,autumn,outdoor,1,2026-10-21
1336,5388,guest_b,1336,5,5,4,4,4,5,5,celebration,8,night,autumn,indoor,1,2026-10-22
2438,9807,owner,2438,5,5,5,5,4,5,5,casual,3,afternoon,autumn,outdoor,1,2026-10-22
2439,9811,owner,2439,4,5,5,3,4,3,5,celebration,3,evening,autumn,outdoor,1,2026-10-22
1337,5390,guest_a,1337,3,4,2,3,3,2,4,lunch,6,night,autumn,outdoor,1,2026-10-23
1338,5395,guest_b,1338,4,4,3,4,3,5,4,celebration,9,evening,autumn,outdoor,1,2026-10-24
2440,9815,guest_b,2440,3,3,2,3,2,3,4,lunch,12,afternoon,autumn,outdoor,1,2026-10-24
2441,9820,guest_b,2441,5,4,5,5,5,5,5,celebration,7,evening,autumn,outdoor,1,2026-10-24
1339,5398,guest_a,1339,4,4,4,3,4,5,4,cocktail,6,evening,autumn,outdoor,1,2026-10-29
2442,9825,guest_a,2442,5,5,5,5,4,5,5,cocktail,4,night,autumn,outdoor,1,2026-10-30
1340,5402,guest_b,1340,4,5,4,3,3,4,5,celebration,7,afternoon,autumn,indoor,1,2026-10-31
1341,5406,guest_b,1341,3,2,4,3,3,3,3,cocktail,8,evening,autumn,outdoor,1,2026-10-31
2443,9828,guest_a,2443,3,2,4,4,3,2,4,cocktail,7,afternoon,autumn,outdoor,1,2026-10-31
2444,9832,guest_a,2444,3,4,2,4,2,3,3,dinner,5,evening,autumn,outdoor,1,2026-10-31
1342,5411,owner,1342,4,4,3,3,3,4,4,casual,4,night,autumn,outdoor,1,2026-11-01
1343,5414,owner,1343,5,4,5,4,5,5,5,dinner,3,evening,autumn,indoor,1,2026-11-02
2445,9835,owner,2445,4,5,4,3,3,3,4,celebration,3,afternoon,autumn,outdoor,1,2026-11-02
2446,9839,owner,2446,5,5,4,5,4,4,5,casual,2,evening,autumn,outdoor,1,2026-11-02
1344,5419,owner,1344,4,4,4,4,3,5,4,casual,3,evening,autumn,outdoor,1,2026-11-07
1345,5423,owner,1345,5,5,5,5,4,4,5,dinner,3,night,autumn,outdoor,1,2026-11-08
2447,9843,owner,2447,4,3,3,3,4,5,4,casual,2,afternoon,autumn,outdoor,1,2026-11-14
2448,9847,owner,2448,4,4,5,3,3,3,4,dinner,3,evening,autumn,indoor,1,2026-11-14
1346,5426,owner,1346,5,5,5,5,5,5,5,dinner,3,afternoon,autumn,indoor,1,2026-11-16
1347,5430,owner,1347,4,3,5,4,3,4,5,dinner,4,evening,autumn,indoor,1,2026-11-16
2449,9851,owner,2449,5,5,5,5,4,5,5,celebration,2,afternoon,autumn,outdoor,1,2026-11-18
2450,9856,owner,2450,5,5,5,5,5,4,5,dinner,4,night,autumn,outdoor,1,2026-11-18
1348,5435,owner,1348,3,3,4,4,2,3,4,celebration,2,afternoon,autumn,outdoor,1,2026-11-20
1349,5439,owner,1349,4,4,3,3,3,4,5,casual,4,night,autumn,indoor,1,2026-11-20
1350,5442,owner,1350,4,5,5,3,4,5,4,casual,4,evening,autumn,indoor,1,2026-11-23
2451,9862,owner,2451,4,5,5,3,4,4,5,casual,3,afternoon,autumn,outdoor,1,2026-11-24
2452,9865,owner,2452,4,4,4,5,3,3,5,casual,3,evening,autumn,outdoor,1,2026-11-24
1351,5445,owner,1351,5,5,5,4,4,5,5,dinner,4,afternoon,autumn,indoor,1,2026-11-25
1352,5450,owner,1352,5,5,5,4,4,4,5,dinner,2,night,autumn,outdoor,1,2026-11-25
2453,9871,owner,2453,4,3,3,4,4,5,4,celebration,2,afternoon,autumn,indoor,1,2026-11-25
2454,9873,owner,2454,5,5,5,5,5,4,5,casual,3,evening,autumn,outdoor,1,2026-11-25
2455,9877,owner,2455,5,5,5,5,5,4,5,casual,4,night,winter,outdoor,1,2026-12-04
1353,5454,owner,1353,5,5,5,5,4,4,5,celebration,2,evening,winter,outdoor,1,2026-12-18
2456,9880,owner,2456,4,4,5,5,4,5,5,casual,4,afternoon,winter,outdoor,1,2026-12-26
2457,9883,owner,2457,5,4,5,5,4,5,5,celebration,4,evening,winter,outdoor,1,2026-12-26
1354,5458,owner,1354,5,5,5,5,4,5,5,dinner,2,afternoon,winter,outdoor,1,2026-12-29
1355,5461,owner,1355,4,3,5,4,3,3,4,dinner,4,night,winter,outdoor,1,2026-12-29
1356,5466,owner,1356,4,4,5,4,3,5,4,dinner,2,evening,winter,outdoor,1,2027-01-02
1357,5470,owner,1357,5,5,5,5,5,4,5,celebration,3,evening,winter,indoor,1,2027-01-03
2458,9887,owner,2458,4,4,4,3,3,3,5,celebration,2,evening,winter,outdoor,1,2027-01-04
2459,9890,owner,2459,3,3,4,4,2,3,4,celebration,2,afternoon,winter,outdoor,1,2027-01-07
2460,9894,owner,2460,4,4,3,3,3,4,5,casual,4,night,winter,indoor,1,2027-01-07
2461,9898,owner,2461,4,5,3,5,3,3,4,dinner,3,afternoon,winter,outdoor,1,2027-01-19
2462,9900,owner,2462,5,5,5,5,5,4,5,celebration,4,evening,winter,outdoor,1,2027-01-19
2463,9903,owner,2463,4,5,3,5,3,3,4,dinner,4,afternoon,winter,indoor,1,2027-01-22
2464,9906,owner,2464,5,5,5,5,4,4,5,celebration,2,evening,winter,indoor,1,2027-01-22
2465,9911,owner,2465,4,3,3,3,3,4,4,casual,4,afternoon,winter,outdoor,1,2027-01-23
2466,9914,owner,2466,4,5,4,4,4,5,4,celebration,3,night,winter,outdoor,1,2027-01-23
2467,9919,owner,2467,5,4,5,4,4,5,5,casual,3,afternoon,winter,outdoor,1,2027-02-01
2468,9924,owner,2468,4,5,3,4,3,5,4,dinner,4,evening,winter,outdoor,1,2027-02-10
1358,5476,owner,1358,4,4,4,5,3,5,5,dinner,3,evening,winter,outdoor,1,2027-02-16
2469,9927,owner,2469,5,5,5,4,5,5,5,dinner,2,evening,winter,indoor,1,2027-02-21
2470,9932,guest_b,2470,3,2,3,4,2,4,4,lunch,10,evening,spring,indoor,1,2027-03-01
2471,9935,guest_a,2471,3,2,4,3,2,3,3,lunch,7,afternoon,spring,outdoor,1,2027-03-03
2472,9938,guest_a,2472,5,4,5,5,4,5,5,lunch,7,evening,spring,indoor,1,2027-03-03
1359,5477,guest_b,1359,4,3,5,5,4,4,5,celebration,9,afternoon,spring,outdoor,1,2027-03-04
1360,5480,guest_b,1360,3,3,2,3,2,3,4,lunch,12,evening,spring,outdoor,1,2027-03-04
2473,9942,guest_a,2473,3,4,2,4,3,2,3,dinner,5,evening,spring,indoor,1,2027-03-04
1361,5483,guest_b,1361,4,5,5,3,3,3,4,lunch,9,afternoon,spring,indoor,1,2027-03-05
1362,5486,guest_b,1362,4,3,5,3,4,3,5,lunch,12,night,spring,indoor,1,2027-03-05
2474,9945,guest_a,2474,4,4,3,3,3,3,5,lunch,4,evening,spring,outdoor,1,2027-03-05
1363,5489,guest_a,1363,5,5,4,4,5,4,5,lunch,4,evening,spring,outdoor,1,2027-03-06
1364,5494,guest_a,1364,3,2,2,3,3,3,4,lunch,7,night,spring,outdoor,1,2027-03-07
1365,5499,guest_a,1365,3,2,2,4,2,2,3,cocktail,5,evening,spring,outdoor,1,2027-03-08
2475,9951,guest_a,2475,4,3,4,3,3,3,5,lunch,7,afternoon,spring,outdoor,1,2027-03-08
2476,9955,guest_a,2476,4,4,3,5,4,5,4,lunch,7,evening,spring,outdoor,1,2027-03-08
2477,9958,owner,2477,4,3,4,5,4,5,5,casual,4,afternoon,spring,indoor,1,2027-03-09
2478,9961,owner,2478,4,3,3,4,4,3,4,dinner,4,evening,spring,indoor,1,2027-03-09
1366,5501,owner,1366,4,4,3,5,4,5,4,dinner,2,night,spring,indoor,1,2027-03-10
1367,5507,guest_a,1367,4,5,5,3,3,5,5,lunch,6,afternoon,spring,outdoor,1,2027-03-11
1368,5510,guest_a,1368,5,4,4,5,4,5,5,lunch,6,evening,spring,outdoor,1,2027-03-11
2479,9964,guest_a,2479,4,4,3,3,4,3,4,dinner,6,afternoon,spring,indoor,1,2027-03-11
2480,9967,guest_a,2480,5,5,5,5,5,5,5,lunch,7,evening,spring,outdoor,1,2027-03-11
2481,9971,guest_b,2481,4,4,3,4,3,3,5,cocktail,10,evening,spring,indoor,1,2027-03-12
1369,5515,owner,1369,5,5,4,5,5,5,5,casual,3,night,spring,outdoor,1,2027-03-13
2482,9975,guest_b,2482,5,5,5,5,5,4,5,celebration,6,afternoon,spring,indoor,1,2027-03-14
2483,9978,guest_b,2483,4,5,5,5,3,4,5,lunch,10,evening,spring,outdoor,1,2027-03-14
1370,5518,guest_b,1370,5,5,4,5,4,5,5,cocktail,6,evening,spring,outdoor,1,2027-03-15
2484,9982,guest_b,2484,4,4,4,3,4,3,5,cocktail,8,afternoon,spring,outdoor,1,2027-03-16
2485,9985,guest_b,2485,4,3,4,3,4,3,5,cocktail,10,evening,spring,outdoor,1,2027-03-16
1371,5521,guest_a,1371,3,3,2,2,3,3,4,dinner,8,afternoon,spring,outdoor,1,2027-03-17
1372,5525,guest_a,1372,3,3,2,2,3,4,3,lunch,8,night,spring,outdoor,1,2027-03-17
2486,9990,owner,2486,5,5,4,4,4,5,5,celebration,2,evening,spring,indoor,1,2027-03-17
2487,9995,owner,2487,5,5,5,4,4,5,5,dinner,3,afternoon,spring,outdoor,1,2027-03-20
2488,9998,owner,2488,5,5,5,5,4,5,5,dinner,3,evening,spring,outdoor,1,2027-03-20
